id,user_id,restaurant_id,total_rating,food_rating,service_rating,ambience_rating
19050,41559,2555,1,1,1,1
19051,48622,25183,3,3,3,4
19052,8553,26605,3,4,4,2
19053,6161,19896,3,3,1,5
19054,17604,23366,3,4,4,1
19055,1171,28504,2,3,2,1
19056,36000,22474,4,5,4,3
19057,2527,13741,3,4,2,5
19058,41010,14267,2,3,4,1
19059,49522,5185,3,5,2,4
19060,25106,8404,2,3,3,2
19061,13672,38999,4,5,4,3
19062,38657,11455,1,1,2,2
19063,48524,7233,3,1,5,3
19064,47261,4891,3,3,5,2
19065,12386,33560,4,5,4,4
19066,39235,8496,3,3,3,3
19067,11995,36229,3,4,5,2
19068,26279,26101,4,5,4,4
19069,31695,5812,3,5,4,1
19070,6871,26365,2,4,1,3
19071,2561,3748,2,2,2,3
19072,12974,14796,2,2,1,5
19073,11096,11879,2,1,1,5
19074,49135,26972,2,1,3,3
19075,42912,15040,3,3,4,2
19076,15455,6428,2,3,3,2
19077,27155,34355,1,1,2,1
19078,24462,17006,2,2,1,4
19079,44779,26213,2,3,3,2
19080,25085,14994,2,5,1,1
19081,43573,511,1,2,1,1
19082,25467,33076,3,2,5,4
19083,41551,31009,2,1,3,3
19084,22708,13254,2,3,4,1
19085,8666,14839,3,4,1,4
19086,20850,12448,2,3,1,2
19087,49166,4940,3,5,3,3
19088,36365,31286,3,3,4,4
19089,46817,30942,2,5,1,1
19090,8245,20349,2,5,1,1
19091,49563,14598,3,1,5,4
19092,46246,2599,3,2,4,4
19093,2957,37239,3,4,5,2
19094,27239,13903,2,2,1,5
19095,23063,35096,2,5,1,1
19096,42080,7138,3,5,2,4
19097,28578,39040,1,1,1,2
19098,21919,39753,2,3,1,2
19099,28849,17215,2,1,2,4
19100,5290,37146,3,3,5,2
19101,23072,23452,3,4,2,3
19102,30290,27140,3,5,1,3
19103,13741,4171,3,4,5,1
19104,32349,22617,4,4,5,3
19105,41222,38905,3,2,4,5
19106,15872,5284,3,3,5,3
19107,44184,6641,3,5,3,3
19108,33914,35668,3,5,1,5
19109,19479,31378,1,1,1,1
19110,43353,12847,3,5,1,3
19111,12273,5009,4,5,5,3
19112,13917,33647,4,3,4,5
19113,31723,14925,2,3,1,4
19114,28580,5506,4,4,5,4
19115,16299,4181,2,1,4,3
19116,48192,37789,3,1,3,5
19117,8045,12851,2,1,4,2
19118,42283,16941,2,2,1,4
19119,28731,33784,3,3,1,5
19120,11327,17701,2,2,3,2
19121,5596,30236,3,3,1,5
19122,1600,10722,2,1,1,4
19123,17828,33491,2,1,3,2
19124,49521,4960,2,1,2,5
19125,23762,12939,3,4,3,4
19126,26662,21097,3,3,2,4
19127,1372,14917,4,3,5,4
19128,49861,39831,4,2,5,5
19129,13027,17140,1,2,2,1
19130,4016,7778,2,2,3,3
19131,21375,12340,3,4,2,3
19132,10907,1736,2,2,1,3
19133,41774,521,2,4,1,1
19134,23911,32843,2,1,2,3
19135,662,18943,4,5,5,2
19136,4122,38842,3,2,5,4
19137,205,30688,2,2,5,1
19138,24886,10390,2,3,1,3
19139,38864,37536,2,1,2,3
19140,11539,24644,3,5,1,5
19141,26866,28286,3,1,4,4
19142,17150,31590,3,1,4,5
19143,28633,1693,3,3,4,4
19144,19534,4255,2,2,3,3
19145,41522,31219,3,4,2,4
19146,40037,34760,3,5,1,3
19147,22225,15876,3,3,5,1
19148,28714,14338,2,3,1,3
19149,18645,35901,2,5,2,1
19150,39820,28227,3,2,2,5
19151,40492,122,2,2,1,4
19152,39030,3817,3,3,5,1
19153,37569,5080,4,3,5,4
19154,11329,10597,3,4,4,2
19155,30303,6869,3,3,4,3
19156,19413,35498,3,4,3,3
19157,212,7024,3,5,3,3
19158,17937,16925,2,2,3,3
19159,37616,19423,3,3,3,3
19160,30713,36588,3,2,5,3
19161,43390,19155,3,5,4,1
19162,25968,11479,3,4,4,3
19163,12874,32958,2,3,1,3
19164,23729,25597,1,1,1,2
19165,17173,38384,2,2,1,4
19166,49546,25592,4,5,5,4
19167,8208,27951,3,4,4,2
19168,16735,32240,4,5,2,5
19169,9067,25013,2,5,2,1
19170,6485,33133,4,4,5,4
19171,27911,40017,4,5,5,2
19172,39698,13966,2,2,3,3
19173,19621,26311,3,4,1,5
19174,22366,38435,3,5,4,1
19175,19263,37082,4,5,5,2
19176,31622,19826,4,5,4,5
19177,26994,36378,2,4,3,1
19178,23977,38248,3,3,3,4
19179,8878,7290,3,1,5,4
19180,37377,24310,3,3,2,4
19181,23566,33412,4,5,3,4
19182,19677,11669,3,4,4,1
19183,30413,38078,3,2,3,5
19184,27033,4574,3,5,3,3
19185,49516,19917,2,1,2,5
19186,29520,31803,1,1,1,1
19187,15859,30504,4,5,5,4
19188,27620,4191,4,4,5,4
19189,3452,21170,4,5,5,2
19190,32038,27710,3,5,3,3
19191,3852,10697,3,3,5,2
19192,3927,37658,3,3,4,4
19193,46653,16043,3,1,4,5
19194,10334,37569,1,1,2,2
19195,39922,16773,1,1,3,1
19196,22500,8532,4,5,3,5
19197,27674,23006,2,3,3,2
19198,22136,31108,2,1,4,3
19199,12123,23308,3,1,3,5
19200,5939,4451,3,4,3,2
19201,36789,4502,4,5,5,3
19202,26686,24941,3,4,3,3
19203,11802,24329,3,5,1,5
19204,16220,38359,4,4,5,4
19205,9099,20145,3,5,3,1
19206,44404,13458,3,5,5,1
19207,5634,7229,3,3,3,5
19208,27639,22126,2,3,4,1
19209,13528,29003,3,4,3,4
19210,30032,9469,3,5,1,3
19211,35433,25030,2,1,5,2
19212,3192,17125,3,2,4,4
19213,30924,16009,2,3,3,1
19214,33418,19529,3,5,2,2
19215,21859,26715,2,1,1,4
19216,34132,13518,2,2,4,1
19217,19595,5577,4,4,5,4
19218,34646,13433,3,1,5,3
19219,9557,5438,2,1,4,1
19220,12149,33807,3,3,3,3
19221,41686,39720,2,1,3,3
19222,40346,11108,3,2,4,5
19223,42929,26957,2,1,1,4
19224,17398,29093,3,4,4,1
19225,31381,2560,3,4,2,3
19226,46962,9955,3,4,4,2
19227,29372,16164,3,1,5,4
19228,40480,12898,4,4,3,5
19229,43244,5669,3,4,1,4
19230,15674,4232,2,5,1,1
19231,45638,37232,2,4,3,1
19232,25361,10252,3,3,3,5
19233,24869,19142,1,1,1,1
19234,21870,11598,3,4,2,4
19235,28157,13058,3,2,4,3
19236,47336,25203,3,4,2,5
19237,43043,33184,3,1,5,5
19238,4819,15216,4,4,5,4
19239,7922,30590,2,3,2,1
19240,3194,8124,2,1,3,4
19241,12421,37576,2,2,2,3
19242,23322,16024,2,2,2,2
19243,32998,18853,2,2,2,2
19244,40394,20950,1,1,1,2
19245,49208,21521,1,2,2,1
19246,26157,26319,3,3,5,1
19247,28399,14599,2,1,1,5
19248,33582,21884,3,3,2,5
19249,44095,22210,2,5,1,2
19250,8160,18376,4,4,5,5
19251,42760,18979,1,1,3,1
19252,37582,6013,2,1,3,3
19253,2242,26151,2,3,4,1
19254,44205,19176,3,4,2,3
19255,6114,2811,2,1,5,2
19256,48773,15915,3,2,4,4
19257,2154,34400,3,3,3,4
19258,25165,36476,2,3,3,1
19259,41427,14937,2,2,4,1
19260,47050,22433,3,4,2,5
19261,35368,660,3,2,4,3
19262,6642,9544,2,3,3,2
19263,38940,24381,2,2,3,2
19264,26330,5700,1,1,1,1
19265,31967,31650,2,1,1,5
19266,41326,31895,1,2,1,2
19267,25988,23563,4,5,4,3
19268,37173,17838,3,5,2,2
19269,5764,5489,3,2,4,3
19270,44603,27323,3,4,4,1
19271,20563,32401,3,5,2,2
19272,2914,974,2,2,3,2
19273,43922,5101,2,1,4,1
19274,18356,35698,2,2,3,3
19275,47537,25711,3,4,4,2
19276,30757,34350,3,5,2,2
19277,36743,24855,4,5,4,4
19278,43374,7038,3,5,2,4
19279,33302,14909,4,5,5,2
19280,28214,18586,2,4,1,2
19281,40183,38129,2,4,1,3
19282,33895,27907,3,2,2,5
19283,30091,1243,3,3,2,5
19284,372,8526,2,3,2,3
19285,24526,18954,4,4,4,5
19286,8179,33276,2,3,2,3
19287,14417,23646,2,1,4,2
19288,20122,23442,2,4,1,1
19289,49470,10580,2,1,1,4
19290,13824,6131,1,1,2,1
19291,28807,36599,3,4,2,3
19292,17815,9037,2,4,2,2
19293,49889,1178,3,1,3,5
19294,19997,34091,3,5,2,3
19295,46120,37475,1,1,3,1
19296,35065,28567,2,1,2,3
19297,16204,25126,4,5,4,3
19298,48120,25263,1,1,1,2
19299,22859,32524,1,3,1,1
19300,39494,20744,3,4,2,3
19301,6680,22306,3,5,1,5
19302,24071,1610,4,4,5,5
19303,24214,17446,3,2,4,5
19304,28020,34185,2,3,2,2
19305,42446,27989,2,5,1,1
19306,6451,22359,3,3,4,3
19307,18017,2892,2,5,2,1
19308,19091,14792,3,4,2,4
19309,24920,21768,4,4,5,4
19310,31857,37185,2,4,1,2
19311,17346,10062,3,4,3,3
19312,40746,11705,1,1,2,2
19313,33079,34711,2,1,2,4
19314,7267,19805,2,1,4,2
19315,34326,34889,3,2,3,5
19316,11701,10650,2,1,4,1
19317,14539,29803,1,1,1,1
19318,6117,4765,4,5,4,4
19319,14791,21970,4,3,5,4
19320,41575,28242,1,1,1,3
19321,20550,5483,3,2,5,3
19322,836,37069,3,4,1,5
19323,37871,23770,2,4,1,2
19324,20237,3006,4,4,4,4
19325,47644,31616,2,1,3,3
19326,38017,32396,2,2,3,2
19327,47681,39373,3,2,4,5
19328,26791,24691,2,2,2,3
19329,10106,6027,2,4,1,2
19330,17588,35204,2,2,3,1
19331,37204,12607,3,4,3,2
19332,19274,29832,4,4,3,5
19333,13581,9778,3,3,2,4
19334,1772,12082,2,1,3,3
19335,42740,16647,1,2,1,2
19336,18118,39870,3,4,3,4
19337,9742,20559,4,2,5,5
19338,13958,28835,2,2,1,4
19339,39030,20159,3,2,5,3
19340,26464,34465,3,2,5,4
19341,9480,30839,2,1,5,2
19342,38592,26522,2,5,2,1
19343,33592,26041,3,3,5,3
19344,38736,23474,4,3,5,5
19345,29701,29432,2,2,1,5
19346,530,11926,4,4,5,5
19347,10555,28490,2,1,1,4
19348,42578,27978,2,2,2,4
19349,17775,29610,4,5,5,4
19350,11155,13483,4,5,5,4
19351,17830,12166,2,1,4,1
19352,3122,37191,2,2,1,5
19353,11489,30630,3,3,3,3
19354,33254,30406,2,1,2,4
19355,29271,8194,3,5,1,3
19356,28410,15187,1,1,1,1
19357,34125,224,1,1,1,2
19358,2592,3802,2,4,3,1
19359,30249,27765,3,2,2,5
19360,34654,3730,2,5,1,2
19361,34001,28556,3,3,3,4
19362,19923,4200,2,4,1,3
19363,24292,23845,2,4,1,1
19364,26874,19644,1,1,1,3
19365,42241,39367,2,2,2,2
19366,36859,11070,4,3,4,5
19367,18051,21784,4,5,5,2
19368,8566,21164,3,5,3,2
19369,16650,20928,4,4,5,5
19370,33731,1641,4,5,5,4
19371,25315,4335,3,2,4,5
19372,28277,17747,3,5,3,2
19373,32760,26000,2,1,2,3
19374,13102,35003,1,2,1,2
19375,43499,2257,2,2,3,1
19376,36532,1608,3,3,3,4
19377,36824,10123,4,5,4,4
19378,43365,23358,2,4,3,1
19379,17625,1405,3,5,2,3
19380,41589,3049,2,1,5,1
19381,21963,7975,1,1,2,2
19382,35833,39750,1,1,2,2
19383,11578,14344,3,2,5,2
19384,14135,5174,1,2,1,2
19385,19845,2015,5,5,5,5
19386,12178,1395,2,1,4,2
19387,33933,10496,1,1,1,2
19388,45478,28652,3,1,3,5
19389,27680,34954,3,3,3,5
19390,11534,7226,4,5,5,2
19391,5885,30397,2,2,2,4
19392,41962,24770,2,3,3,2
19393,2742,19922,3,5,1,3
19394,42962,32248,2,3,1,2
19395,30117,5381,3,5,3,3
19396,41787,35649,4,4,5,5
19397,35604,29329,1,1,2,2
19398,19121,2768,3,2,4,4
19399,32325,8407,4,4,5,4
19400,32831,37393,2,1,4,1
19401,17211,17079,2,1,4,2
19402,5660,2537,4,4,5,4
19403,10447,37627,4,4,4,5
19404,20317,12715,2,1,2,5
19405,32005,13988,3,3,4,2
19406,26372,31022,3,3,5,1
19407,30016,27925,2,3,2,3
19408,8186,411,3,2,5,4
19409,42607,14815,3,5,4,2
19410,22737,26441,3,2,2,5
19411,15211,29584,3,3,4,2
19412,166,31058,4,4,3,5
19413,29196,36495,2,1,4,1
19414,27879,8799,1,1,1,3
19415,3897,9232,2,5,1,2
19416,12927,9196,3,1,4,4
19417,36454,5545,2,2,1,4
19418,26076,21,2,3,4,1
19419,25820,5146,2,1,4,2
19420,12646,17627,3,3,3,4
19421,18288,27349,5,5,5,5
19422,19392,3826,4,5,5,4
19423,28045,21865,2,3,3,1
19424,22323,4091,3,2,5,4
19425,28627,16706,2,2,2,3
19426,5375,17562,3,2,4,5
19427,13685,4771,2,1,5,2
19428,24511,22411,1,2,2,1
19429,39950,1054,3,1,3,5
19430,28732,24365,2,3,1,3
19431,48405,26250,2,2,4,2
19432,36665,611,2,2,4,1
19433,143,15909,3,4,3,4
19434,37312,38294,2,3,2,1
19435,28574,1894,3,5,1,3
19436,42328,24829,4,5,5,3
19437,3623,13752,1,2,1,1
19438,15013,9384,3,2,5,4
19439,47731,22684,2,4,2,1
19440,18957,32326,2,4,1,3
19441,6557,26770,3,3,5,2
19442,3669,26376,2,1,3,4
19443,44503,8769,3,2,4,5
19444,34911,4516,2,1,3,3
19445,42029,30737,2,2,1,5
19446,23358,5669,3,3,4,2
19447,30161,21874,4,5,4,4
19448,18447,14309,2,3,1,4
19449,6352,24403,2,1,1,4
19450,33393,5652,2,1,4,3
19451,29871,39723,3,4,5,1
19452,588,37291,2,4,3,1
19453,14130,16380,1,3,1,1
19454,6244,12703,4,4,3,5
19455,30835,6887,2,3,2,1
19456,45530,20530,2,2,2,2
19457,22285,15264,3,4,4,3
19458,45278,38685,2,5,2,1
19459,31634,7062,2,4,3,1
19460,12200,9142,2,2,2,4
19461,33123,22742,4,4,4,5
19462,27249,38613,2,2,2,3
19463,25204,1306,3,5,1,4
19464,46160,39923,2,1,1,4
19465,26565,8931,2,3,2,3
19466,41110,9140,3,5,5,1
19467,24882,19935,1,2,2,1
19468,45883,750,2,1,3,3
19469,43895,32388,4,5,5,2
19470,46928,34723,3,4,1,4
19471,43388,38325,2,2,4,1
19472,14050,25845,4,5,3,4
19473,34152,33773,4,5,4,4
19474,18669,22269,3,5,3,2
19475,46561,20213,3,4,5,2
19476,38566,20063,4,5,5,3
19477,31538,39934,1,1,2,2
19478,47200,7328,2,2,2,3
19479,19410,16162,3,2,4,4
19480,47040,24279,3,2,2,5
19481,40891,39949,2,2,1,5
19482,40379,4496,2,4,1,1
19483,12700,38272,2,3,4,1
19484,23115,6760,2,2,4,2
19485,19604,34841,3,3,4,2
19486,25714,33499,3,5,1,4
19487,10533,2263,4,3,5,4
19488,28837,6172,3,2,4,5
19489,39260,12116,4,4,3,5
19490,17894,36165,3,3,4,3
19491,21611,14717,2,5,1,1
19492,2641,36650,4,2,5,5
19493,25682,14022,2,1,4,3
19494,7489,23028,4,4,5,5
19495,44348,14542,4,5,4,5
19496,4199,22439,3,5,2,3
19497,8273,24842,4,5,5,2
19498,759,21079,3,2,4,4
19499,46937,17494,4,4,4,4
19500,2693,25641,3,2,5,3
19501,12905,21685,3,3,1,5
19502,33259,37612,2,1,2,5
19503,27949,25880,4,4,4,4
19504,37873,17327,2,1,2,3
19505,39864,12035,1,3,1,1
19506,23782,16144,1,3,1,1
19507,12436,14389,4,4,4,5
19508,34230,34113,1,2,1,2
19509,43975,10194,4,3,5,5
19510,31152,24040,1,1,1,2
19511,4100,38571,2,3,2,3
19512,32700,24132,4,5,4,4
19513,3258,34159,2,2,2,3
19514,47649,24247,2,3,1,2
19515,38321,30748,2,1,3,3
19516,23779,29364,2,4,1,1
19517,49007,4184,2,1,3,4
19518,43046,10319,3,2,5,3
19519,35434,10087,4,4,4,5
19520,38542,5894,2,4,3,1
19521,15668,384,3,4,3,2
19522,30278,22807,3,5,3,1
19523,23480,22702,2,4,1,2
19524,24915,25466,1,1,3,1
19525,4625,16813,4,5,4,3
19526,30696,5398,3,5,1,5
19527,45846,3499,3,1,5,3
19528,45770,21356,3,4,2,4
19529,34710,5834,2,2,4,2
19530,49761,8143,3,3,2,4
19531,28505,35535,2,3,4,1
19532,24227,536,1,1,3,1
19533,11551,16615,1,1,2,1
19534,45332,35177,2,2,4,2
19535,3909,37773,1,1,2,2
19536,10435,2403,2,1,2,3
19537,37076,39972,1,1,1,2
19538,17092,14087,2,2,5,1
19539,23139,32744,3,2,2,5
19540,44192,18680,3,4,2,3
19541,38588,2970,3,1,4,4
19542,3679,32281,3,3,3,3
19543,19921,3730,4,3,5,4
19544,2168,6936,1,2,1,2
19545,41135,22733,1,1,1,3
19546,32495,30483,3,4,1,4
19547,28891,26227,2,1,1,5
19548,26080,7352,2,2,3,1
19549,11751,26495,2,2,4,1
19550,49934,6188,3,3,5,2
19551,12063,35053,2,3,1,4
19552,27690,13407,3,1,5,5
19553,18033,23737,4,5,2,5
19554,38171,31689,1,2,1,1
19555,38371,36244,3,5,4,2
19556,19240,9128,3,4,3,3
19557,6041,19098,3,5,2,2
19558,18414,15823,3,3,2,5
19559,40900,31500,1,1,1,1
19560,27180,22933,4,5,5,2
19561,26916,15638,4,5,3,4
19562,14860,9060,3,4,4,3
19563,21756,19322,3,4,1,4
19564,11579,6005,2,1,2,3
19565,38499,11161,3,3,5,3
19566,11771,8978,3,4,1,4
19567,15618,17570,2,4,3,1
19568,28194,25473,3,1,5,4
19569,12876,37623,2,2,1,5
19570,44707,10685,3,2,4,5
19571,21537,3704,3,1,3,5
19572,12495,25762,2,2,2,3
19573,34667,12956,4,4,5,4
19574,39874,3308,2,4,2,2
19575,18770,29198,1,2,1,1
19576,48478,5232,2,3,3,2
19577,36508,14030,4,3,5,5
19578,2830,35884,3,5,3,3
19579,40192,7125,2,4,1,3
19580,16450,18505,2,3,1,3
19581,20539,17587,4,5,4,4
19582,30841,11705,3,3,1,5
19583,37172,33348,3,4,3,4
19584,29399,38363,3,2,5,3
19585,38778,28555,3,4,4,2
19586,16080,20424,2,1,5,2
19587,5399,31407,3,3,1,5
19588,45125,30369,4,4,4,5
19589,42417,7222,3,4,2,5
19590,18382,7218,3,4,5,2
19591,43628,31040,2,1,1,4
19592,2906,1005,3,4,4,2
19593,4535,34163,3,5,4,2
19594,1976,15429,4,4,4,4
19595,2610,37193,3,2,4,5
19596,10236,31168,3,5,4,2
19597,46062,8511,3,5,3,3
19598,7164,2883,2,4,1,2
19599,30955,9137,2,3,1,3
19600,36756,28347,3,5,4,2
19601,4029,4263,3,4,3,2
19602,19663,17239,4,5,4,4
19603,33353,18591,3,5,1,5
19604,39227,37341,2,5,2,1
19605,37688,33491,3,3,4,3
19606,19594,25340,5,5,5,5
19607,24931,18357,3,5,3,3
19608,17987,11591,3,2,2,5
19609,25614,19935,1,1,1,3
19610,13430,12370,2,2,2,4
19611,39283,16145,1,1,1,2
19612,17347,9493,3,3,5,2
19613,19989,137,4,5,4,3
19614,30594,15247,2,2,1,4
19615,21625,11023,3,4,2,5
19616,11612,7060,3,5,5,1
19617,9941,5394,3,2,5,2
19618,47137,12286,3,5,3,2
19619,25233,11087,2,2,2,3
19620,14900,36871,2,2,5,1
19621,45964,17307,2,1,1,4
19622,43888,13831,2,2,1,4
19623,8819,523,3,2,4,4
19624,26613,13898,2,4,2,1
19625,42946,5071,3,4,1,4
19626,46612,12734,1,1,2,2
19627,46546,30839,3,3,3,4
19628,1853,39435,1,2,1,1
19629,18237,6348,2,2,2,2
19630,45603,26621,4,5,3,4
19631,18631,35025,3,4,4,1
19632,33611,6183,2,1,2,4
19633,24683,2929,4,5,5,3
19634,20639,5336,3,1,5,4
19635,38209,30008,2,4,1,1
19636,33267,32138,3,3,1,5
19637,38089,33676,3,4,1,5
19638,30313,23143,4,4,5,3
19639,32567,28156,4,4,3,5
19640,5922,5344,2,4,1,2
19641,6938,15174,3,4,4,1
19642,44920,5056,2,1,3,3
19643,18292,10875,2,1,1,5
19644,29872,19906,1,1,3,1
19645,11848,32004,4,4,5,5
19646,19598,14664,2,2,3,1
19647,32011,30158,4,4,5,3
19648,43685,2444,3,4,4,2
19649,4845,10479,3,5,1,4
19650,22469,24943,1,1,1,2
19651,32409,27388,3,5,2,4
19652,1378,21972,3,5,5,1
19653,4074,25734,3,4,1,5
19654,9531,30891,4,4,5,4
19655,7105,20107,3,4,3,4
19656,18146,23118,3,5,5,1
19657,41147,37201,3,1,4,5
19658,9732,20385,3,5,3,3
19659,1729,16924,4,3,4,5
19660,3057,10819,4,5,4,5
19661,11833,33492,2,3,4,1
19662,29676,25504,3,4,1,5
19663,13027,27697,4,4,4,4
19664,4406,33391,2,3,4,1
19665,13302,27635,3,3,4,3
19666,22700,19595,1,1,1,2
19667,12550,22035,3,2,2,5
19668,9551,33507,2,1,5,2
19669,11134,16382,3,4,3,2
19670,45302,33599,2,1,5,1
19671,9928,40094,3,3,4,4
19672,40187,4226,2,1,3,4
19673,8428,38941,2,4,2,2
19674,18957,25601,2,3,2,3
19675,45996,26095,4,2,5,5
19676,24981,17667,2,5,2,1
19677,28337,18160,3,2,4,3
19678,34290,23952,2,4,1,2
19679,10805,17349,2,2,2,2
19680,31143,16720,3,1,5,3
19681,16361,16226,5,5,5,5
19682,5526,9990,3,3,4,4
19683,41833,28347,3,5,2,3
19684,1822,18816,2,1,3,3
19685,36340,35121,2,2,3,2
19686,6140,31166,2,3,2,2
19687,27763,10521,2,3,3,1
19688,29699,19777,2,3,2,1
19689,47819,36169,3,5,4,2
19690,1846,19325,3,5,2,4
19691,20132,2487,4,3,5,4
19692,703,23885,2,4,2,2
19693,49104,14579,4,3,5,4
19694,28481,25642,3,3,5,3
19695,42310,26336,4,4,4,5
19696,28327,18011,4,4,4,5
19697,32280,36775,2,1,4,1
19698,36356,17136,3,2,5,3
19699,10761,22074,3,2,4,3
19700,18866,27396,5,5,5,5
19701,17777,6859,2,1,3,3
19702,45034,21968,1,1,2,1
19703,49825,33168,3,3,4,2
19704,3058,15020,3,3,4,2
19705,7644,38678,4,5,3,4
19706,18777,2581,3,4,2,3
19707,37770,1959,2,1,2,4
19708,47248,34900,2,2,3,1
19709,38548,15496,2,3,3,1
19710,36495,32197,3,1,5,4
19711,7304,10676,3,4,2,4
19712,18204,19101,2,1,2,4
19713,2729,1586,3,4,5,2
19714,28935,1717,2,1,4,1
19715,6297,23853,1,2,1,2
19716,1188,25424,2,3,1,3
19717,15071,31264,3,2,3,5
19718,26684,9972,2,2,1,3
19719,45986,33540,3,5,2,4
19720,29039,16901,1,1,1,2
19721,30762,18108,2,2,4,1
19722,10506,33571,2,4,1,2
19723,31600,39981,2,5,2,1
19724,17050,11287,2,2,2,4
19725,39659,15248,4,5,3,4
19726,37150,31238,4,4,5,5
19727,27499,26977,3,3,4,3
19728,186,37539,4,5,4,4
19729,38042,24984,3,5,3,2
19730,6453,2325,2,4,1,1
19731,21762,11855,2,4,2,2
19732,49564,27214,1,1,2,1
19733,49750,32385,3,2,5,3
19734,14562,19886,3,4,4,2
19735,37495,27042,2,2,2,3
19736,39472,26056,3,3,5,1
19737,7644,32742,3,4,4,1
19738,16123,31137,1,3,1,1
19739,48187,27380,4,5,4,3
19740,38421,18063,3,4,5,1
19741,40256,32436,1,1,1,2
19742,13871,12151,3,5,1,4
19743,12236,21682,1,1,2,2
19744,34222,3455,2,3,3,2
19745,9334,23916,3,4,1,5
19746,20547,27257,3,5,5,1
19747,19213,165,3,1,5,4
19748,27217,25257,4,5,2,5
19749,20887,4311,3,4,4,2
19750,25428,33969,3,3,2,4
19751,33030,23661,3,3,5,3
19752,28142,5466,2,3,1,3
19753,41082,34332,3,2,4,3
19754,35455,24403,3,5,2,4
19755,10446,1984,2,4,2,2
19756,7729,28165,1,2,2,1
19757,2949,9397,3,3,4,3
19758,33737,7691,2,2,5,1
19759,9558,26993,3,5,3,3
19760,31513,1593,3,5,4,1
19761,44926,17589,3,3,4,4
19762,7893,24784,3,5,5,1
19763,640,10045,3,2,3,5
19764,12492,21682,2,2,3,1
19765,37763,37621,3,4,4,3
19766,4186,15535,3,5,1,3
19767,26994,5606,2,2,1,5
19768,8503,33500,3,3,3,3
19769,36069,30754,4,5,2,5
19770,36300,15689,2,1,3,2
19771,4574,9239,3,1,4,4
19772,15948,24320,4,4,4,4
19773,5262,20246,3,5,3,1
19774,23287,38895,1,3,1,1
19775,49835,16826,2,3,2,2
19776,21268,12763,3,1,4,4
19777,6890,27640,2,5,1,2
19778,41224,23660,2,3,3,2
19779,5851,35051,4,5,5,4
19780,43752,3109,3,3,5,1
19781,22707,15860,2,5,1,2
19782,12190,4044,4,5,3,5
19783,5671,13582,3,1,5,3
19784,2001,32755,3,5,4,1
19785,18187,22655,1,1,3,1
19786,21611,20468,3,4,5,2
19787,322,15465,1,1,1,3
19788,15579,23463,2,3,1,2
19789,36089,37356,2,1,2,4
19790,30465,33201,3,2,5,2
19791,41998,13359,2,1,4,1
19792,13971,14040,2,3,3,2
19793,22915,26095,4,2,5,5
19794,32230,28514,2,1,4,1
19795,1020,8532,3,5,5,1
19796,45511,1801,4,3,4,5
19797,32092,10926,3,4,1,4
19798,4624,1141,2,5,1,2
19799,14837,28042,3,5,2,4
19800,11434,36555,4,5,3,5
19801,22561,35356,2,3,3,2
19802,33554,8147,3,3,4,2
19803,27272,33440,3,4,3,2
19804,10956,6517,3,5,1,4
19805,37469,27524,3,2,3,5
19806,10314,1522,1,1,2,2
19807,8539,38204,4,5,4,4
19808,13331,38171,3,3,2,5
19809,47934,31513,3,4,2,4
19810,4783,1767,2,1,4,3
19811,3874,5289,3,5,2,3
19812,11412,5392,3,3,5,2
19813,14905,17572,3,4,2,4
19814,24541,3563,3,5,1,4
19815,22416,15236,3,3,5,2
19816,1440,9106,3,4,2,3
19817,15709,13214,4,4,4,5
19818,30165,32969,2,4,1,2
19819,21266,39912,3,3,4,3
19820,29469,36626,3,3,5,1
19821,47258,1793,2,3,2,1
19822,398,22804,2,4,2,1
19823,26890,17573,3,2,3,5
19824,37855,13052,1,1,1,1
19825,24997,28723,2,1,4,1
19826,5897,10074,4,4,4,5
19827,40195,31093,3,5,3,2
19828,36572,15640,2,4,1,3
19829,10735,29841,2,1,5,2
19830,15737,10859,4,2,5,5
19831,47192,4287,2,1,3,4
19832,25860,24840,2,1,5,2
19833,8775,272,4,4,5,5
19834,14330,6927,3,1,5,3
19835,39854,35187,1,1,3,1
19836,19509,31497,2,5,1,2
19837,22673,743,4,3,4,5
19838,35488,19786,2,4,1,3
19839,7025,4547,2,2,1,4
19840,29704,12172,4,5,4,4
19841,34963,17831,2,2,2,4
19842,12416,6993,4,4,5,4
19843,31301,20536,4,4,5,5
19844,24959,36450,5,5,5,5
19845,28849,8747,2,2,2,4
19846,24074,32232,2,1,3,4
19847,7617,23817,3,1,4,4
19848,49784,24109,3,5,4,1
19849,26490,2065,4,5,5,4
19850,23529,3481,4,4,3,5
19851,15258,25616,3,2,5,4
19852,44514,39708,2,3,2,3
19853,117,11187,4,4,3,5
19854,3330,28604,4,2,5,5
19855,26829,13628,1,1,3,1
19856,9343,1203,4,4,4,5
19857,29117,32129,2,1,4,1
19858,6445,23411,3,5,2,4
19859,10532,6923,3,3,5,2
19860,35276,31864,2,2,2,4
19861,25886,18724,3,3,5,3
19862,22592,6725,3,1,5,4
19863,47622,11538,3,2,4,3
19864,26744,15365,2,3,1,3
19865,9577,35697,2,3,2,2
19866,24946,24501,4,5,3,5
19867,11997,37124,4,4,5,5
19868,40342,6405,2,2,3,2
19869,25112,36640,2,2,2,2
19870,47633,19400,2,2,2,3
19871,33248,23806,3,4,3,3
19872,13721,21485,3,4,2,3
